"","Network","Transmission_Probability","Time_to_75_percent_infection","Modularity","Avg_Module_Size"
"553","weaver_social_projection_bipartite_unweighted_16","1",NA,"0.337278876170655","6"
"554","weaver_social_projection_bipartite_unweighted_17","0.001",NA,"0.446178150969529","10.5"
"555","weaver_social_projection_bipartite_unweighted_17","0.005",NA,"0.446178150969529","10.5"
"556","weaver_social_projection_bipartite_unweighted_17","0.025",NA,"0.446178150969529","10.5"
"557","weaver_social_projection_bipartite_unweighted_17","0.05",NA,"0.446178150969529","10.5"
"558","weaver_social_projection_bipartite_unweighted_17","0.075",NA,"0.446178150969529","10.5"
"559","weaver_social_projection_bipartite_unweighted_17","0.5",NA,"0.446178150969529","10.5"
"560","weaver_social_projection_bipartite_unweighted_17","1",NA,"0.446178150969529","10.5"
"561","weaver_social_projection_bipartite_unweighted_18","0.001",NA,"0.646776406035665","4.5"
"562","weaver_social_projection_bipartite_unweighted_18","0.005",NA,"0.646776406035665","4.5"
"563","weaver_social_projection_bipartite_unweighted_18","0.025",NA,"0.646776406035665","4.5"
"564","weaver_social_projection_bipartite_unweighted_18","0.05",NA,"0.646776406035665","4.5"
"565","weaver_social_projection_bipartite_unweighted_18","0.075",NA,"0.646776406035665","4.5"
"566","weaver_social_projection_bipartite_unweighted_18","0.5",NA,"0.646776406035665","4.5"
"567","weaver_social_projection_bipartite_unweighted_18","1",NA,"0.646776406035665","4.5"
"568","weaver_social_projection_bipartite_unweighted_19","0.001",NA,"0.425207756232687","6.5"
"569","weaver_social_projection_bipartite_unweighted_19","0.005",NA,"0.425207756232687","6.5"
"570","weaver_social_projection_bipartite_unweighted_19","0.025",NA,"0.425207756232687","6.5"
"571","weaver_social_projection_bipartite_unweighted_19","0.05",NA,"0.425207756232687","6.5"
"572","weaver_social_projection_bipartite_unweighted_19","0.075",NA,"0.425207756232687","6.5"
"573","weaver_social_projection_bipartite_unweighted_19","0.5",NA,"0.425207756232687","6.5"
"574","weaver_social_projection_bipartite_unweighted_19","1",NA,"0.425207756232687","6.5"
"575","weaver_social_projection_bipartite_unweighted_20","0.001",NA,"0.3778076171875","9.5"
"576","weaver_social_projection_bipartite_unweighted_20","0.005",NA,"0.3778076171875","9.5"
"577","weaver_social_projection_bipartite_unweighted_20","0.025",NA,"0.3778076171875","9.5"
"578","weaver_social_projection_bipartite_unweighted_20","0.05",NA,"0.3778076171875","9.5"
"579","weaver_social_projection_bipartite_unweighted_20","0.075",NA,"0.3778076171875","9.5"
"580","weaver_social_projection_bipartite_unweighted_20","0.5",NA,"0.3778076171875","9.5"
"581","weaver_social_projection_bipartite_unweighted_20","1",NA,"0.3778076171875","9.5"
"582","weaver_social_projection_bipartite_unweighted_21","0.001",NA,"0.34","3"
"583","weaver_social_projection_bipartite_unweighted_21","0.005",NA,"0.34","3"
"584","weaver_social_projection_bipartite_unweighted_21","0.025",NA,"0.34","3"
"585","weaver_social_projection_bipartite_unweighted_21","0.05",NA,"0.34","3"
"586","weaver_social_projection_bipartite_unweighted_21","0.075",NA,"0.34","3"
"587","weaver_social_projection_bipartite_unweighted_21","0.5",NA,"0.34","3"
"588","weaver_social_projection_bipartite_unweighted_21","1",NA,"0.34","3"
"589","weaver_social_projection_bipartite_unweighted_22","0.001",NA,"0.322365680966264","11.3333333333333"
"590","weaver_social_projection_bipartite_unweighted_22","0.005",NA,"0.322365680966264","11.3333333333333"
"591","weaver_social_projection_bipartite_unweighted_22","0.025",NA,"0.322365680966264","11.3333333333333"
"592","weaver_social_projection_bipartite_unweighted_22","0.05",NA,"0.322365680966264","11.3333333333333"
"593","weaver_social_projection_bipartite_unweighted_22","0.075",NA,"0.322365680966264","11.3333333333333"
"594","weaver_social_projection_bipartite_unweighted_22","0.5",NA,"0.322365680966264","11.3333333333333"
"595","weaver_social_projection_bipartite_unweighted_22","1",NA,"0.322365680966264","11.3333333333333"
"596","weaver_social_projection_bipartite_unweighted_23","0.001",NA,"0.152777777777778","6"
"597","weaver_social_projection_bipartite_unweighted_23","0.005",NA,"0.152777777777778","6"
"598","weaver_social_projection_bipartite_unweighted_23","0.025",NA,"0.152777777777778","6"
"599","weaver_social_projection_bipartite_unweighted_23","0.05",NA,"0.152777777777778","6"
"600","weaver_social_projection_bipartite_unweighted_23","0.075",NA,"0.152777777777778","6"
"601","weaver_social_projection_bipartite_unweighted_23","0.5",NA,"0.152777777777778","6"
"602","weaver_social_projection_bipartite_unweighted_23","1",NA,"0.152777777777778","6"
"603","weaver_social_projection_bipartite_unweighted_24","0.001",NA,"0.546556122448979","4.5"
"604","weaver_social_projection_bipartite_unweighted_24","0.005",NA,"0.546556122448979","4.5"
"605","weaver_social_projection_bipartite_unweighted_24","0.025",NA,"0.546556122448979","4.5"
"606","weaver_social_projection_bipartite_unweighted_24","0.05",NA,"0.546556122448979","4.5"
"607","weaver_social_projection_bipartite_unweighted_24","0.075",NA,"0.546556122448979","4.5"
"608","weaver_social_projection_bipartite_unweighted_24","0.5",NA,"0.546556122448979","4.5"
"609","weaver_social_projection_bipartite_unweighted_24","1",NA,"0.546556122448979","4.5"
"610","weaver_social_projection_bipartite_unweighted_25","0.001",NA,"0.21875","3.5"
"611","weaver_social_projection_bipartite_unweighted_25","0.005",NA,"0.21875","3.5"
"612","weaver_social_projection_bipartite_unweighted_25","0.025",NA,"0.21875","3.5"
"613","weaver_social_projection_bipartite_unweighted_25","0.05",NA,"0.21875","3.5"
"614","weaver_social_projection_bipartite_unweighted_25","0.075",NA,"0.21875","3.5"
"615","weaver_social_projection_bipartite_unweighted_25","0.5",NA,"0.21875","3.5"
"616","weaver_social_projection_bipartite_unweighted_25","1",NA,"0.21875","3.5"
"617","weaver_social_projection_bipartite_unweighted_26","0.001",NA,"-1.38777878078145e-17","2.5"
"618","weaver_social_projection_bipartite_unweighted_26","0.005",NA,"-1.38777878078145e-17","2.5"
"619","weaver_social_projection_bipartite_unweighted_26","0.025",NA,"-1.38777878078145e-17","2.5"
"620","weaver_social_projection_bipartite_unweighted_26","0.05",NA,"-1.38777878078145e-17","2.5"
"621","weaver_social_projection_bipartite_unweighted_26","0.075",NA,"-1.38777878078145e-17","2.5"
"622","weaver_social_projection_bipartite_unweighted_26","0.5",NA,"-1.38777878078145e-17","2.5"
"623","weaver_social_projection_bipartite_unweighted_26","1",NA,"-1.38777878078145e-17","2.5"
"624","weaver_social_projection_bipartite_unweighted_27","0.001",NA,"0.446178150969529","10.5"
"625","weaver_social_projection_bipartite_unweighted_27","0.005",NA,"0.446178150969529","10.5"
"626","weaver_social_projection_bipartite_unweighted_27","0.025",NA,"0.446178150969529","10.5"
"627","weaver_social_projection_bipartite_unweighted_27","0.05",NA,"0.446178150969529","10.5"
"628","weaver_social_projection_bipartite_unweighted_27","0.075",NA,"0.446178150969529","10.5"
"629","weaver_social_projection_bipartite_unweighted_27","0.5",NA,"0.446178150969529","10.5"
"630","weaver_social_projection_bipartite_unweighted_27","1",NA,"0.446178150969529","10.5"
"631","weaver_social_projection_bipartite_unweighted_28","0.001",NA,"0.646776406035665","4.5"
"632","weaver_social_projection_bipartite_unweighted_28","0.005",NA,"0.646776406035665","4.5"
"633","weaver_social_projection_bipartite_unweighted_28","0.025",NA,"0.646776406035665","4.5"
"634","weaver_social_projection_bipartite_unweighted_28","0.05",NA,"0.646776406035665","4.5"
"635","weaver_social_projection_bipartite_unweighted_28","0.075",NA,"0.646776406035665","4.5"
"636","weaver_social_projection_bipartite_unweighted_28","0.5",NA,"0.646776406035665","4.5"
"637","weaver_social_projection_bipartite_unweighted_28","1",NA,"0.646776406035665","4.5"
"638","weaver_social_projection_bipartite_unweighted_29","0.001",NA,"0.425207756232687","6.5"
"639","weaver_social_projection_bipartite_unweighted_29","0.005",NA,"0.425207756232687","6.5"
"640","weaver_social_projection_bipartite_unweighted_29","0.025",NA,"0.425207756232687","6.5"
"641","weaver_social_projection_bipartite_unweighted_29","0.05",NA,"0.425207756232687","6.5"
"642","weaver_social_projection_bipartite_unweighted_29","0.075",NA,"0.425207756232687","6.5"
"643","weaver_social_projection_bipartite_unweighted_29","0.5",NA,"0.425207756232687","6.5"
"644","weaver_social_projection_bipartite_unweighted_29","1",NA,"0.425207756232687","6.5"
"645","weaver_social_projection_bipartite_unweighted_30","0.001",NA,"0.3778076171875","9.5"
"646","weaver_social_projection_bipartite_unweighted_30","0.005",NA,"0.3778076171875","9.5"
"647","weaver_social_projection_bipartite_unweighted_30","0.025",NA,"0.3778076171875","9.5"
"648","weaver_social_projection_bipartite_unweighted_30","0.05",NA,"0.3778076171875","9.5"
"649","weaver_social_projection_bipartite_unweighted_30","0.075",NA,"0.3778076171875","9.5"
"650","weaver_social_projection_bipartite_unweighted_30","0.5",NA,"0.3778076171875","9.5"
"651","weaver_social_projection_bipartite_unweighted_30","1",NA,"0.3778076171875","9.5"
"652","weaver_social_projection_bipartite_unweighted_31","0.001",NA,"0.34","3"
"653","weaver_social_projection_bipartite_unweighted_31","0.005",NA,"0.34","3"
"654","weaver_social_projection_bipartite_unweighted_31","0.025",NA,"0.34","3"
"655","weaver_social_projection_bipartite_unweighted_31","0.05",NA,"0.34","3"
"656","weaver_social_projection_bipartite_unweighted_31","0.075",NA,"0.34","3"
"657","weaver_social_projection_bipartite_unweighted_31","0.5",NA,"0.34","3"
"658","weaver_social_projection_bipartite_unweighted_31","1",NA,"0.34","3"
"659","weaver_social_projection_bipartite_unweighted_32","0.001",NA,"0.322365680966264","11.3333333333333"
"660","weaver_social_projection_bipartite_unweighted_32","0.005",NA,"0.322365680966264","11.3333333333333"
"661","weaver_social_projection_bipartite_unweighted_32","0.025",NA,"0.322365680966264","11.3333333333333"
"662","weaver_social_projection_bipartite_unweighted_32","0.05",NA,"0.322365680966264","11.3333333333333"
"663","weaver_social_projection_bipartite_unweighted_32","0.075",NA,"0.322365680966264","11.3333333333333"
"664","weaver_social_projection_bipartite_unweighted_32","0.5",NA,"0.322365680966264","11.3333333333333"
"665","weaver_social_projection_bipartite_unweighted_32","1",NA,"0.322365680966264","11.3333333333333"
"666","weaver_social_projection_bipartite_unweighted_33","0.001",NA,"0.152777777777778","6"
"667","weaver_social_projection_bipartite_unweighted_33","0.005",NA,"0.152777777777778","6"
"668","weaver_social_projection_bipartite_unweighted_33","0.025",NA,"0.152777777777778","6"
"669","weaver_social_projection_bipartite_unweighted_33","0.05",NA,"0.152777777777778","6"
"670","weaver_social_projection_bipartite_unweighted_33","0.075",NA,"0.152777777777778","6"
"671","weaver_social_projection_bipartite_unweighted_33","0.5",NA,"0.152777777777778","6"
"672","weaver_social_projection_bipartite_unweighted_33","1",NA,"0.152777777777778","6"
"673","weaver_social_projection_bipartite_unweighted_34","0.001",NA,"0.436507936507936","4"
"674","weaver_social_projection_bipartite_unweighted_34","0.005",NA,"0.436507936507936","4"
"675","weaver_social_projection_bipartite_unweighted_34","0.025",NA,"0.436507936507936","4"
"676","weaver_social_projection_bipartite_unweighted_34","0.05",NA,"0.436507936507936","4"
"677","weaver_social_projection_bipartite_unweighted_34","0.075",NA,"0.436507936507936","4"
"678","weaver_social_projection_bipartite_unweighted_34","0.5",NA,"0.436507936507936","4"
"679","weaver_social_projection_bipartite_unweighted_34","1",NA,"0.436507936507936","4"
"680","weaver_social_projection_bipartite_unweighted_35","0.001",NA,"0.456457044404417","8.4"
"681","weaver_social_projection_bipartite_unweighted_35","0.005",NA,"0.456457044404417","8.4"
"682","weaver_social_projection_bipartite_unweighted_35","0.025",NA,"0.456457044404417","8.4"
"683","weaver_social_projection_bipartite_unweighted_35","0.05",NA,"0.456457044404417","8.4"
"684","weaver_social_projection_bipartite_unweighted_35","0.075",NA,"0.456457044404417","8.4"
"685","weaver_social_projection_bipartite_unweighted_35","0.5",NA,"0.456457044404417","8.4"
"686","weaver_social_projection_bipartite_unweighted_35","1",NA,"0.456457044404417","8.4"
"687","weaver_social_projection_bipartite_unweighted_36","0.001",NA,"0.371130332986472","7.8"
"688","weaver_social_projection_bipartite_unweighted_36","0.005",NA,"0.371130332986472","7.8"
"689","weaver_social_projection_bipartite_unweighted_36","0.025",NA,"0.371130332986472","7.8"
"690","weaver_social_projection_bipartite_unweighted_36","0.05",NA,"0.371130332986472","7.8"
"691","weaver_social_projection_bipartite_unweighted_36","0.075",NA,"0.371130332986472","7.8"
"692","weaver_social_projection_bipartite_unweighted_36","0.5",NA,"0.371130332986472","7.8"
"693","weaver_social_projection_bipartite_unweighted_36","1",NA,"0.371130332986472","7.8"
"694","weaver_social_projection_bipartite_unweighted_37","0.001",NA,"0.264409379793995","7.75"
"695","weaver_social_projection_bipartite_unweighted_37","0.005",NA,"0.264409379793995","7.75"
"696","weaver_social_projection_bipartite_unweighted_37","0.025",NA,"0.264409379793995","7.75"
"697","weaver_social_projection_bipartite_unweighted_37","0.05",NA,"0.264409379793995","7.75"
"698","weaver_social_projection_bipartite_unweighted_37","0.075",NA,"0.264409379793995","7.75"
"699","weaver_social_projection_bipartite_unweighted_37","0.5",NA,"0.264409379793995","7.75"
"700","weaver_social_projection_bipartite_unweighted_37","1",NA,"0.264409379793995","7.75"
"701","weaver_social_projection_bipartite_unweighted_38","0.001",NA,"0.0495152354570638","5.5"
"702","weaver_social_projection_bipartite_unweighted_38","0.005",NA,"0.0495152354570638","5.5"
"703","weaver_social_projection_bipartite_unweighted_38","0.025",NA,"0.0495152354570638","5.5"
"704","weaver_social_projection_bipartite_unweighted_38","0.05",NA,"0.0495152354570638","5.5"
"705","weaver_social_projection_bipartite_unweighted_38","0.075",NA,"0.0495152354570638","5.5"
"706","weaver_social_projection_bipartite_unweighted_38","0.5",NA,"0.0495152354570638","5.5"
"707","weaver_social_projection_bipartite_unweighted_38","1",NA,"0.0495152354570638","5.5"
"708","weaver_social_projection_bipartite_unweighted_39","0.001",NA,"0.542996214169822","7.66666666666667"
"709","weaver_social_projection_bipartite_unweighted_39","0.005",NA,"0.542996214169822","7.66666666666667"
"710","weaver_social_projection_bipartite_unweighted_39","0.025",NA,"0.542996214169822","7.66666666666667"
"711","weaver_social_projection_bipartite_unweighted_39","0.05",NA,"0.542996214169822","7.66666666666667"
"712","weaver_social_projection_bipartite_unweighted_39","0.075",NA,"0.542996214169822","7.66666666666667"
"713","weaver_social_projection_bipartite_unweighted_39","0.5",NA,"0.542996214169822","7.66666666666667"
"714","weaver_social_projection_bipartite_unweighted_39","1",NA,"0.542996214169822","7.66666666666667"
"715","weaver_social_projection_bipartite_unweighted_40","0.001",NA,"0.542739953397811","12.8"
"716","weaver_social_projection_bipartite_unweighted_40","0.005",NA,"0.542739953397811","12.8"
"717","weaver_social_projection_bipartite_unweighted_40","0.025",NA,"0.542739953397811","12.8"
"718","weaver_social_projection_bipartite_unweighted_40","0.05",NA,"0.542739953397811","12.8"
"719","weaver_social_projection_bipartite_unweighted_40","0.075",NA,"0.542739953397811","12.8"
"720","weaver_social_projection_bipartite_unweighted_40","0.5",NA,"0.542739953397811","12.8"
"721","weaver_social_projection_bipartite_unweighted_40","1",NA,"0.542739953397811","12.8"
"722","weaver_social_projection_bipartite_unweighted_41","0.001",NA,"0.166666666666667","3"
"723","weaver_social_projection_bipartite_unweighted_41","0.005",NA,"0.166666666666667","3"
"724","weaver_social_projection_bipartite_unweighted_41","0.025",NA,"0.166666666666667","3"
"725","weaver_social_projection_bipartite_unweighted_41","0.05",NA,"0.166666666666667","3"
"726","weaver_social_projection_bipartite_unweighted_41","0.075",NA,"0.166666666666667","3"
"727","weaver_social_projection_bipartite_unweighted_41","0.5",NA,"0.166666666666667","3"
"728","weaver_social_projection_bipartite_unweighted_41","1",NA,"0.166666666666667","3"
"729","weaver_social_projection_bipartite_unweighted_42","0.001",NA,"0.0330578512396694","3"
"730","weaver_social_projection_bipartite_unweighted_42","0.005",NA,"0.0330578512396694","3"
"731","weaver_social_projection_bipartite_unweighted_42","0.025",NA,"0.0330578512396694","3"
"732","weaver_social_projection_bipartite_unweighted_42","0.05",NA,"0.0330578512396694","3"
"733","weaver_social_projection_bipartite_unweighted_42","0.075",NA,"0.0330578512396694","3"
"734","weaver_social_projection_bipartite_unweighted_42","0.5",NA,"0.0330578512396694","3"
"735","weaver_social_projection_bipartite_unweighted_42","1",NA,"0.0330578512396694","3"
"736","weaver_social_projection_bipartite_unweighted_43","0.001",NA,"0.163359375","6"
"737","weaver_social_projection_bipartite_unweighted_43","0.005",NA,"0.163359375","6"
"738","weaver_social_projection_bipartite_unweighted_43","0.025",NA,"0.163359375","6"
"739","weaver_social_projection_bipartite_unweighted_43","0.05",NA,"0.163359375","6"
"740","weaver_social_projection_bipartite_unweighted_43","0.075",NA,"0.163359375","6"
"741","weaver_social_projection_bipartite_unweighted_43","0.5",NA,"0.163359375","6"
"742","weaver_social_projection_bipartite_unweighted_43","1",NA,"0.163359375","6"
"743","weaver_social_projection_bipartite_unweighted_44","0.001",NA,"0.127861602497399","7"
"744","weaver_social_projection_bipartite_unweighted_44","0.005",NA,"0.127861602497399","7"
"745","weaver_social_projection_bipartite_unweighted_44","0.025",NA,"0.127861602497399","7"
"746","weaver_social_projection_bipartite_unweighted_44","0.05",NA,"0.127861602497399","7"
"747","weaver_social_projection_bipartite_unweighted_44","0.075",NA,"0.127861602497399","7"
"748","weaver_social_projection_bipartite_unweighted_44","0.5",NA,"0.127861602497399","7"
"749","weaver_social_projection_bipartite_unweighted_44","1",NA,"0.127861602497399","7"
"750","weaver_social_projection_bipartite_unweighted_45","0.001",NA,"0.095703125","5"
"751","weaver_social_projection_bipartite_unweighted_45","0.005",NA,"0.095703125","5"
"752","weaver_social_projection_bipartite_unweighted_45","0.025",NA,"0.095703125","5"
"753","weaver_social_projection_bipartite_unweighted_45","0.05",NA,"0.095703125","5"
"754","weaver_social_projection_bipartite_unweighted_45","0.075",NA,"0.095703125","5"
"755","weaver_social_projection_bipartite_unweighted_45","0.5",NA,"0.095703125","5"
"756","weaver_social_projection_bipartite_unweighted_45","1",NA,"0.095703125","5"
"757","weaver_social_projection_bipartite_unweighted_46","0.001",NA,"0.337278876170655","6"
"758","weaver_social_projection_bipartite_unweighted_46","0.005",NA,"0.337278876170655","6"
"759","weaver_social_projection_bipartite_unweighted_46","0.025",NA,"0.337278876170655","6"
"760","weaver_social_projection_bipartite_unweighted_46","0.05",NA,"0.337278876170655","6"
"761","weaver_social_projection_bipartite_unweighted_46","0.075",NA,"0.337278876170655","6"
"762","weaver_social_projection_bipartite_unweighted_46","0.5",NA,"0.337278876170655","6"
"763","weaver_social_projection_bipartite_unweighted_46","1",NA,"0.337278876170655","6"
"764","wildbirds_social_projection_bipartite_weighted_1","0.001",NA,"0.665811261364185","26.2"
"765","wildbirds_social_projection_bipartite_weighted_1","0.005",NA,"0.665811261364185","26.2"
"766","wildbirds_social_projection_bipartite_weighted_1","0.025",NA,"0.665811261364185","26.2"
"767","wildbirds_social_projection_bipartite_weighted_1","0.05",NA,"0.665811261364185","26.2"
"768","wildbirds_social_projection_bipartite_weighted_1","0.075",NA,"0.665811261364185","26.2"
"769","wildbirds_social_projection_bipartite_weighted_1","0.5",NA,"0.665811261364185","26.2"
"770","wildbirds_social_projection_bipartite_weighted_1","1",NA,"0.665811261364185","26.2"
"771","wildbirds_social_projection_bipartite_weighted_2","0.001",NA,"0.600606718279178","22.5"
"772","wildbirds_social_projection_bipartite_weighted_2","0.005",NA,"0.600606718279178","22.5"
"773","wildbirds_social_projection_bipartite_weighted_2","0.025",NA,"0.600606718279178","22.5"
"774","wildbirds_social_projection_bipartite_weighted_2","0.05",NA,"0.600606718279178","22.5"
"775","wildbirds_social_projection_bipartite_weighted_2","0.075",NA,"0.600606718279178","22.5"
"776","wildbirds_social_projection_bipartite_weighted_2","0.5",NA,"0.600606718279178","22.5"
"777","wildbirds_social_projection_bipartite_weighted_2","1",NA,"0.600606718279178","22.5"
"778","wildbirds_social_projection_bipartite_weighted_3","0.001",NA,"0.59183088868","25.2"
"779","wildbirds_social_projection_bipartite_weighted_3","0.005",NA,"0.59183088868","25.2"
"780","wildbirds_social_projection_bipartite_weighted_3","0.025",NA,"0.59183088868","25.2"
"781","wildbirds_social_projection_bipartite_weighted_3","0.05",NA,"0.59183088868","25.2"
"782","wildbirds_social_projection_bipartite_weighted_3","0.075",NA,"0.59183088868","25.2"
"783","wildbirds_social_projection_bipartite_weighted_3","0.5",NA,"0.59183088868","25.2"
"784","wildbirds_social_projection_bipartite_weighted_3","1",NA,"0.59183088868","25.2"
"785","wildbirds_social_projection_bipartite_weighted_4","0.001",NA,"0.497462801874296","19.2857142857143"
"786","wildbirds_social_projection_bipartite_weighted_4","0.005",NA,"0.497462801874296","19.2857142857143"
"787","wildbirds_social_projection_bipartite_weighted_4","0.025",NA,"0.497462801874296","19.2857142857143"
"788","wildbirds_social_projection_bipartite_weighted_4","0.05",NA,"0.497462801874296","19.2857142857143"
"789","wildbirds_social_projection_bipartite_weighted_4","0.075",NA,"0.497462801874296","19.2857142857143"
"790","wildbirds_social_projection_bipartite_weighted_4","0.5",NA,"0.497462801874296","19.2857142857143"
"791","wildbirds_social_projection_bipartite_weighted_4","1",NA,"0.497462801874296","19.2857142857143"
"792","wildbirds_social_projection_bipartite_weighted_5","0.001",NA,"0.510878564831165","20.7142857142857"
"793","wildbirds_social_projection_bipartite_weighted_5","0.005",NA,"0.510878564831165","20.7142857142857"
"794","wildbirds_social_projection_bipartite_weighted_5","0.025",NA,"0.510878564831165","20.7142857142857"
"795","wildbirds_social_projection_bipartite_weighted_5","0.05",NA,"0.510878564831165","20.7142857142857"
"796","wildbirds_social_projection_bipartite_weighted_5","0.075",NA,"0.510878564831165","20.7142857142857"
"797","wildbirds_social_projection_bipartite_weighted_5","0.5",NA,"0.510878564831165","20.7142857142857"
"798","wildbirds_social_projection_bipartite_weighted_5","1",NA,"0.510878564831165","20.7142857142857"
"799","wildbirds_social_projection_bipartite_weighted_6","0.001",NA,"0.5359959136713","29.8"
"800","wildbirds_social_projection_bipartite_weighted_6","0.005",NA,"0.5359959136713","29.8"
"801","wildbirds_social_projection_bipartite_weighted_6","0.025",NA,"0.5359959136713","29.8"
"802","wildbirds_social_projection_bipartite_weighted_6","0.05",NA,"0.5359959136713","29.8"
"803","wildbirds_social_projection_bipartite_weighted_6","0.075",NA,"0.5359959136713","29.8"
"804","wildbirds_social_projection_bipartite_weighted_6","0.5",NA,"0.5359959136713","29.8"
"805","wildbirds_social_projection_bipartite_weighted_6","1",NA,"0.5359959136713","29.8"
"806","cuttlefish_sexual_weighted_1","0.001",NA,"0.878369493754109","3.53333333333333"
"807","cuttlefish_sexual_weighted_1","0.005",NA,"0.878369493754109","3.53333333333333"
"808","cuttlefish_sexual_weighted_1","0.025",NA,"0.878369493754109","3.53333333333333"
"809","cuttlefish_sexual_weighted_1","0.05",NA,"0.878369493754109","3.53333333333333"
"810","cuttlefish_sexual_weighted_1","0.075",NA,"0.878369493754109","3.53333333333333"
"811","cuttlefish_sexual_weighted_1","0.5",NA,"0.878369493754109","3.53333333333333"
"812","cuttlefish_sexual_weighted_1","1",NA,"0.878369493754109","3.53333333333333"
"813","ants_proximity_weighted_1","0.001",NA,"0.309430911049201","37.6666666666667"
"814","ants_proximity_weighted_1","0.005",NA,"0.309430911049201","37.6666666666667"
"815","ants_proximity_weighted_1","0.025",NA,"0.309430911049201","37.6666666666667"
"816","ants_proximity_weighted_1","0.05",NA,"0.309430911049201","37.6666666666667"
"817","ants_proximity_weighted_1","0.075",NA,"0.309430911049201","37.6666666666667"
"818","ants_proximity_weighted_1","0.5",NA,"0.309430911049201","37.6666666666667"
"819","ants_proximity_weighted_1","1",NA,"0.309430911049201","37.6666666666667"
"820","ants_proximity_weighted_2","0.001",NA,"0.30295348365586","37.6666666666667"
"821","ants_proximity_weighted_2","0.005",NA,"0.30295348365586","37.6666666666667"
"822","ants_proximity_weighted_2","0.025",NA,"0.30295348365586","37.6666666666667"
"823","ants_proximity_weighted_2","0.05",NA,"0.30295348365586","37.6666666666667"
"824","ants_proximity_weighted_2","0.075",NA,"0.30295348365586","37.6666666666667"
"825","ants_proximity_weighted_2","0.5",NA,"0.30295348365586","37.6666666666667"
"826","ants_proximity_weighted_2","1",NA,"0.30295348365586","37.6666666666667"
"827","ants_proximity_weighted_3","0.001",NA,"0.319404634854446","37.6666666666667"
"828","ants_proximity_weighted_3","0.005",NA,"0.319404634854446","37.6666666666667"
"829","ants_proximity_weighted_3","0.025",NA,"0.319404634854446","37.6666666666667"
"830","ants_proximity_weighted_3","0.05",NA,"0.319404634854446","37.6666666666667"
"831","ants_proximity_weighted_3","0.075",NA,"0.319404634854446","37.6666666666667"
"832","ants_proximity_weighted_3","0.5",NA,"0.319404634854446","37.6666666666667"
"833","ants_proximity_weighted_3","1",NA,"0.319404634854446","37.6666666666667"
"834","ants_proximity_weighted_4","0.001",NA,"0.337203429023452","37.6666666666667"
"835","ants_proximity_weighted_4","0.005",NA,"0.337203429023452","37.6666666666667"
"836","ants_proximity_weighted_4","0.025",NA,"0.337203429023452","37.6666666666667"
"837","ants_proximity_weighted_4","0.05",NA,"0.337203429023452","37.6666666666667"
"838","ants_proximity_weighted_4","0.075",NA,"0.337203429023452","37.6666666666667"
"839","ants_proximity_weighted_4","0.5",NA,"0.337203429023452","37.6666666666667"
"840","ants_proximity_weighted_4","1",NA,"0.337203429023452","37.6666666666667"
"841","ants_proximity_weighted_5","0.001",NA,"0.324076934898003","56.5"
"842","ants_proximity_weighted_5","0.005",NA,"0.324076934898003","56.5"
"843","ants_proximity_weighted_5","0.025",NA,"0.324076934898003","56.5"
"844","ants_proximity_weighted_5","0.05",NA,"0.324076934898003","56.5"
"845","ants_proximity_weighted_5","0.075",NA,"0.324076934898003","56.5"
"846","ants_proximity_weighted_5","0.5",NA,"0.324076934898003","56.5"
"847","ants_proximity_weighted_5","1",NA,"0.324076934898003","56.5"
"848","ants_proximity_weighted_6","0.001",NA,"0.287197673620584","37.6666666666667"
"849","ants_proximity_weighted_6","0.005",NA,"0.287197673620584","37.6666666666667"
"850","ants_proximity_weighted_6","0.025",NA,"0.287197673620584","37.6666666666667"
"851","ants_proximity_weighted_6","0.05",NA,"0.287197673620584","37.6666666666667"
"852","ants_proximity_weighted_6","0.075",NA,"0.287197673620584","37.6666666666667"
"853","ants_proximity_weighted_6","0.5",NA,"0.287197673620584","37.6666666666667"
"854","ants_proximity_weighted_6","1",NA,"0.287197673620584","37.6666666666667"
"855","ants_proximity_weighted_7","0.001",NA,"0.303408982017175","37.6666666666667"
"856","ants_proximity_weighted_7","0.005",NA,"0.303408982017175","37.6666666666667"
"857","ants_proximity_weighted_7","0.025",NA,"0.303408982017175","37.6666666666667"
"858","ants_proximity_weighted_7","0.05",NA,"0.303408982017175","37.6666666666667"
"859","ants_proximity_weighted_7","0.075",NA,"0.303408982017175","37.6666666666667"
"860","ants_proximity_weighted_7","0.5",NA,"0.303408982017175","37.6666666666667"
"861","ants_proximity_weighted_7","1",NA,"0.303408982017175","37.6666666666667"
"862","ants_proximity_weighted_8","0.001",NA,"0.263395084842726","56.5"
"863","ants_proximity_weighted_8","0.005",NA,"0.263395084842726","56.5"
"864","ants_proximity_weighted_8","0.025",NA,"0.263395084842726","56.5"
"865","ants_proximity_weighted_8","0.05",NA,"0.263395084842726","56.5"
"866","ants_proximity_weighted_8","0.075",NA,"0.263395084842726","56.5"
"867","ants_proximity_weighted_8","0.5",NA,"0.263395084842726","56.5"
"868","ants_proximity_weighted_8","1",NA,"0.263395084842726","56.5"
"869","ants_proximity_weighted_9","0.001",NA,"0.242912827272616","56.5"
"870","ants_proximity_weighted_9","0.005",NA,"0.242912827272616","56.5"
"871","ants_proximity_weighted_9","0.025",NA,"0.242912827272616","56.5"
"872","ants_proximity_weighted_9","0.05",NA,"0.242912827272616","56.5"
